商品名※必須,slug※必須,カテゴリ,サブカテゴリ,サイズ,価格※必須,ステータス,説明,並び順,画像URL,キャッチコピー,フリガナ,都道府県,市区町村,アレルギー（表示義務）,アレルギー（表示推奨）,アレルギー備考,期限種別,期限日数（日）,保管温度帯,JANコード,ケース入数,ケース入数単位,最小ロット,最小ロット単位,サンプル対応,内容量,商品タグ,対応可能数量（最大）,リードタイム,関連URL,サプライヤーID,大カテゴリ,中カテゴリ,小カテゴリ,商品コンセプト,利用シーン・おすすめ,食品表示画像,最大ロット単位,発注ケースサイズ縦 (cm),発注ケースサイズ横 (cm),発注ケースサイズ高さ (cm),発注ケース重量 (kg),国外輸出可否,販売形態,WEBサイト販売,提供可能時期,バイヤーへのメッセージ,販促ツール,関連商品ID,商品動画URL,販売事業者名,サプライヤーメール,インボイス対応,国名,価格種別,販売単位
横須賀海自カレー 掃海艦はちじょうポークカレー,横須賀海自カレー-掃海艦はちじょうポークカレー-1,加工食品,レトルト・保存食,,600,published,"自衛隊の協力のもと、各艦の給養員長から提供していただいたレシピを地元のカレー店が忠実に再現した「横須賀海上自衛隊カレー」。
『掃海艦はちじょう』カレーは横須賀海軍カレー本舗様のレシピを参考に開発した、コクと甘さを出したポークカレーです。
海上自衛隊で実際に食べられているカレーと同じ味を、ぜひお楽しみください。",13,https://drive.google.com/file/d/1e97oXacKHCXQrBW9RUnHDOBhElOG35iU/view?usp=drive_link,自衛隊の協力のもと、各艦の給養員長から提供していただいたレシピを地元のカレー店が忠実に再現した「横須賀海上自衛隊カレー」。,ヨコスカカイジカレーソウカイカンハチジョウポークカレー,神奈川県,横須賀市,"小麦, 乳","牛肉, ごま, 大豆, 鶏肉, 豚肉, りんご",,賞味期限,730,常温,,40,個,2,ケース,対応可能,,,,3営業日,,c0204dcb-ed2c-4fdb-bad5-2b7ad917d128,加工食品,レトルト・保存食,,,,https://drive.google.com/file/d/1_FmwDFS1_LYmnLH8TkFTjuYy-ZLQloRp/view?usp=drive_link,,,,,,,,自社サイトで販売中,,自衛隊の協力のもと、各艦の給養員長から提供していただいたレシピを地元のカレー店が忠実に再現した「横須賀海上自衛隊カレー」。,,,,株式会社調味商事,mina-kawasaki@choumi.jp,TRUE,,,
横須賀海自カレー 掃海艇えのしまカレー,横須賀海自カレー-掃海艇えのしまカレー-1,加工食品,レトルト・保存食,,600,published,"自衛隊の協力のもと、各艦の給養員長から提供していただいたレシピを地元のカレー店が忠実に再現した「横須賀海上自衛隊カレー」。
『掃海艇えのしま』カレーは茶楽様のレシピを参考に開発した、スパイスの香るまろやかなキーマカレーです。
海上自衛隊で実際に食べられているカレーと同じ味を、ぜひお楽しみください。",14,https://drive.google.com/file/d/1FzQnnyzk9djp4HQ1MdMmv_NMwRAhhtyx/view?usp=drive_link,自衛隊の協力のもと、各艦の給養員長から提供していただいたレシピを地元のカレー店が忠実に再現した「横須賀海上自衛隊カレー」。,ヨコスカカイジカレーソウカイテイエノシマカレー,神奈川県,横須賀市,"小麦, 乳","牛肉, 鶏肉, 豚肉, ゼラチン",,賞味期限,730,常温,,40,個,2,ケース,要相談,,,,3営業日,,c0204dcb-ed2c-4fdb-bad5-2b7ad917d128,加工食品,レトルト・保存食,,,,https://drive.google.com/file/d/1INwImaHb309_1Fn8m1dBv1wsUY9nAJDK/view?usp=drive_link,,,,,,,,,,自衛隊の協力のもと、各艦の給養員長から提供していただいたレシピを地元のカレー店が忠実に再現した「横須賀海上自衛隊カレー」。,,,,株式会社調味商事,mina-kawasaki@choumi.jp,TRUE,,,
一撃のカレー2,一撃のカレー2-1,加工食品,レトルト・保存食,,1300,published,"一年で一万個を売り上げた「一撃のカレー」第二弾。

今回は、北海道産の食材にとことんこだわりました。
北海道産ラクレットチーズ、北海道産とうがらし、北海道産たまねぎを絶妙なバランスでブレンド。

初代よりもさらに食べやすく、口当たりはまろやか。
食べ終わりにはピリッと心地よい辛さが残る、毎日食べても飽きにくい味わいに仕上げています。

冷蔵庫に余りがちな食材とも相性抜群。
お肉・野菜・きのこ・卵などを足すだけで、自分だけの「追い具材アレンジ」も楽しめます。

内容量は、たっぷり大容量の170g×2食入り。
ご自宅用はもちろん、北海道らしさを感じられるギフトやお土産にもおすすめです。",15,https://drive.google.com/file/d/1NRKXv4C5xMDIyw7z74-r_Y-b2yEvRlsf/view?usp=drive_link,北海道産3種の食材で作った絶妙レトルトカレー,イチゲキノカレー2,北海道,札幌市,"小麦, 卵, 乳","牛肉, 大豆, 鶏肉, バナナ, 豚肉, りんご",,賞味期限,730,常温,,20,袋,1,ケース,対応可能,360g(170g 2食入り),"着色料不使用, 保存料不使用, 新商品",,2営業日,,1ece78c4-31ef-4c9f-bf95-104ff83dc5f3,加工食品,レトルト・保存食,カレー,"「一撃のカレー2」は、北海道産食材の魅力を手軽に味わえるご当地レトルトカレーです。

北海道産ラクレットチーズのまろやかさ、北海道産たまねぎの旨み、北海道産とうがらしの心地よい辛さをバランスよく仕上げました。

初代よりも食べやすさを意識しながら、食べ終わりにピリッと辛さが残る、飽きにくい味わいを目指しています。

パッケージも紙袋仕様に変更し、見た目でも北海道らしさと親しみやすさを感じられる商品です。","忙しい日の昼食や夕食、常温でストックしておきたい非常食、北海道土産やギフトにもおすすめです。

そのままご飯にかけるだけでなく、チーズ・卵・きのこ・野菜・お肉などを加えると、より満足感のある一皿になります。

うどんにかけてカレーうどんにしたり、パンやナンと合わせたりするアレンジも楽しめます。",https://drive.google.com/file/d/1qYmU8na6Aij0FwkubU1l0ggjDHcKsvX4/view?usp=drive_link,,,,,,相談可,小売・業務用,自社サイトで販売中,,"北海道産ラクレットチーズ、とうがらし、たまねぎを使用した、北海道らしさを打ち出せるレトルトカレーです。

まろやかな口当たりの中に、ピリッと心地よい辛さが残る味わいで、幅広いお客様に提案しやすい商品です。

常温保存ができ、1袋2食入りのため、ご自宅用・お土産・ギフト・物産展・北海道フェアなどの売場におすすめです。",,,,合同会社May King,tokuji@may-king.com,TRUE,,,
よこすか海軍カレー,よこすか海軍カレー-1,加工食品,レトルト・保存食,,485,published,明治41年の海軍割烹術参考書の「カレイライス」レシピをもとに食べやすく復元。牛肉、野菜の入った懐かしい味が特徴です。,16,https://drive.google.com/file/d/1Xf1wRzr791phCpRM3MtHaV_wkWjLcMt4/view?usp=drive_link,これぞヨコスカの味！ビーフとゴロっと野菜がたっぷり入った『よこすか海軍カレー』,ヨコスカカイグンカレー,大阪府,泉南市,"小麦, 乳","牛肉, 大豆, 豚肉, りんご",本品の製造工場では、えび、かに、卵、落下生、くるみを含む製品を製造しています。j,賞味期限,730,常温,,40,個,3,ケース,要相談,200ｇ,,,3営業日,,0897e295-ca16-4a8c-9567-92f86a88eea5,加工食品,レトルト・保存食,,,,,,,,,,,小売用,,,,,,,株式会社ヤチヨ,yorder@yachiyo-gr.com,TRUE,,,
魚籃亭 よこすか海軍カレー,魚籃亭-よこすか海軍カレー-1,加工食品,レトルト・保存食,,570,published,明治41年につくられた「海軍割烹術参考書」のレシピを素に、横須賀の老舗割烹『魚籃亭』が当時の「カレイライス」を忠実に再現しました。野菜の甘さと牛肉のうまみをたっぷり含んだ、とろみのあるカレーソースは、辛いものが苦手な方でも食べられる、マイルドでコクのある味わいです。食べ応えのあるお野菜と贅沢ビーフはルウとの相性抜群です。横須賀で愛され続ける魚籃亭の元祖海軍カレー。時を超えた深い味わいをぜひご堪能下さい,17,https://drive.google.com/file/d/1hJbW0JU1JLCmnGMVs3yu-BtdYx-Ha_RX/view?usp=drive_link,カレーの街よこすか認定1号店。魚籃亭が作り上げた元祖よこすか海軍カレー,ギョランテイヨコスカカイグンカレー,大阪府,泉南市,"小麦, 乳","牛肉, 大豆, りんご",本品の工場はえび・かに・卵・落花生・くるみを含む製品の生産をしています。,賞味期限,730,常温,,40,個,3,ケース,要相談,200g,,,3営業日,,0897e295-ca16-4a8c-9567-92f86a88eea5,加工食品,レトルト・保存食,カレー,,,,,,,,,,小売用,,,,,,,株式会社ヤチヨ,yorder@yachiyo-gr.com,TRUE,,,
ウッドアイランド よこすか海軍カレー,ウッドアイランド-よこすか海軍カレー-1,加工食品,レトルト・保存食,,550,published,「海軍割烹術参考書」のレシピを素に、横須賀の人気洋食店『ウッドアイランド』が手掛ける”よこすか海軍カレー”スパイスと牛肉の旨味が溶け出した芳醇な香りと、小麦粉のとろみがマッチしたカレールウ。野菜の甘みも、ルウの程よい辛さを引き立て、ジューシーな牛肉と相性抜群です。ウッドアイランドは、「カレーの街よこすか」人気店コンテストで第1 位を受賞した、行列のできる人気店です。人気店が手掛ける「よこすか海軍カレー」をご自宅でぜひお楽しみください。,18,https://drive.google.com/file/d/1MK3gjJDaDE8wT6LyPHoDjW7U9QSV_1M9/view?usp=drive_link,「カレーの街よこすか」の人気店コンテスト第1 位！ウッドアイランドが手掛ける「昔懐かしの味」よこすか海軍カレー,ウッドアイランドヨコスカカイグンカレー,大阪府,大阪市,小麦,"牛肉, 大豆, 鶏肉, りんご, ゼラチン",,賞味期限,730,常温,,40,個,5,ケース,要相談,200g,,,3営業日,,0897e295-ca16-4a8c-9567-92f86a88eea5,加工食品,レトルト・保存食,カレー,,,,,,,,,,小売用,,,,,,,株式会社ヤチヨ,yorder@yachiyo-gr.com,TRUE,,,
ほぐし飯の素　信玄どり手羽元,ほぐし飯の素-信玄どり手羽元-1,加工食品,レトルト・保存食,,1111,published,"割烹立よし独自の製法で、信玄どりの手羽をじっくりと焼きを入れ、炊いた時に手羽元から出汁が出て焼いた香ばしさが美味しい！
これを食べると「やみつき」になること間違いなし！",19,,信玄どりの手羽元の旨味がお米一粒一粒に染み渡る,ホグシメシノモトシンゲンドリテバモト,山梨県,富士川町,小麦,"ごま, 大豆, 鶏肉",,賞味期限,150,常温,,18,個,2,ケース,対応可能,具 + だし汁350ml /袋,"こだわり製法, 職人仕上げ, 受賞歴あり",,５営業日,,4d2fa24f-0982-4e62-922b-faaae1034106,加工食品,レトルト・保存食,炊き込みご飯の素,,お子様のいるご家庭、キャンプ飯,,,,,,,相談可,小売・業務用,自社サイトで販売中,通年,ご家庭の炊飯器で料亭の味が味わえます。素材の形が姿丸々炊き上がる見た目も楽しい炊込みご飯の素です。,,,,割烹立よし株式会社,tsuji@tatuyoshi.jp,TRUE,,,
ほぐし飯の素　富士桜ポークスペアリブ,ほぐし飯の素-富士桜ポークスペアリブ-1,加工食品,レトルト・保存食,,1111,published,富士桜ポークは山梨県が販売するブランド豚肉。ボリューム感豊かなロース肉で、適度な霜降りが口の中で甘くとろけていきます。また保水性が高いためとてもジューシーな口当たりで、柔らかくきめの細かい独自の食感です。,20,,ジューシーで甘みのある脂が食欲そそる,ホグシメシノモトフジザクラポークスペアリブ,山梨県,富士川町,小麦,"ごま, 大豆, 豚肉",,賞味期限,150,常温,,18,個,2,ケース,対応可能,具 + だし汁350ml /袋,"こだわり製法, 職人仕上げ, 受賞歴あり",,５営業日,,4d2fa24f-0982-4e62-922b-faaae1034106,加工食品,レトルト・保存食,炊き込みご飯の素,,お子様のいるご家庭、キャンプ飯,,,,,,,相談可,小売・業務用,自社サイトで販売中,,ご家庭の炊飯器で簡単に料亭の味が味わえます。素材の姿が丸々炊き上がる見た目も楽しい炊き込みご飯の素です。,,,,割烹立よし株式会社,tsuji@tatuyoshi.jp,TRUE,,,
ほぐし飯の素　鮎,ほぐし飯の素-鮎-1,加工食品,レトルト・保存食,,1111,published,鮎を丸ごと一本使った贅沢なほぐし飯です。鮎の骨や頭などもお気になさらずほぐして混ぜて、そのままお召し上がりいただけます。鮎のほろ苦いはらわたも楽しめます。鮎は火で炙ってあるため、なま臭くありません。ぜひ、割烹立よしの味をお楽しみください。,21,,鮎を丸々１匹使用。頭も骨もわたも全部食べられます,ホグシメシノモトアユ,山梨県,富士川町,小麦,"ごま, 大豆",,賞味期限,150,常温,,18,個,2,ケース,対応可能,具 + だし汁350ml /袋,"こだわり製法, 職人仕上げ, 受賞歴あり",,５営業日,,4d2fa24f-0982-4e62-922b-faaae1034106,加工食品,レトルト・保存食,炊き込みご飯の素,,お子様のいるご家庭、キャンプ飯,,,,,,,相談可,小売・業務用,自社サイトで販売中,通年,ご家庭の炊飯器で簡単に料亭の味が味わえます。素材の姿が丸々炊き上がる見た目も楽しい炊き込みご飯の素です。,,,,割烹立よし株式会社,tsuji@tatuyoshi.jp,TRUE,,,
ほぐし飯の素　富士の介,ほぐし飯の素-富士の介-1,加工食品,レトルト・保存食,,1370,published,富士の介（ふじのすけ）はマス類の中でも最高級とされる「キングサーモン」と山梨県で生産量ナンバーワンの養殖「ニジマス」を交配して10年がかかりで開発した、山梨オリジナルのブランド魚です。本当にジューシーな魚です。,22,,山梨のブランド魚「富士の介」の炊込みご飯,ホグシメシノモトフジノスケ,山梨県,富士川町,小麦,"ごま, 大豆",,賞味期限,150,常温,,18,個,2,ケース,対応可能,具 + だし汁350ml /袋,"こだわり製法, 職人仕上げ, 受賞歴あり",,５営業日,,4d2fa24f-0982-4e62-922b-faaae1034106,加工食品,レトルト・保存食,炊き込みご飯の素,,お子様のいるご家庭、キャンプ飯,,,,,,,不可,小売・業務用,自社サイトで販売中,通年,ご家庭の炊飯器で簡単に料亭の味が味わえます。素材の姿が丸々炊き上がる見た目も楽しい炊き込みご飯の素です。,,,,割烹立よし株式会社,tsuji@tatuyoshi.jp,TRUE,,,
